ID	種別	発見物名	ランク	説明	時代	ポイント	難易度	経験値	備考	最終更新日時	関連クエスト
975	化石	巨大な卵の形の石	1	まるで卵のような、奇妙な石。殻もあり、本当に卵のようだ。しかし、こんなに大きな卵を産む生物はいない。ドラゴンの卵だとでもいうのだろうか。		1	1	28	奇妙な石の地図	2015-01-27 02:09:17	413:奇妙な石の地図
994	化石	魚の形をした石	1	二匹の魚がつながっているように見える石。魚がこのような状態になるにはどれほどの月日が必要なのか。		4	4	110	魚の石の地図	2015-01-27 02:09:17	1506:魚の石の地図
990	化石	靴底のような虫の石	1	平らな虫のような生物の形をした石。フナムシに似ているように思うが、大きすぎる。この近くに、同じような生き物がいるのだろうか？　それより、この石はどうしてこんな模様なのだろう？		1	2	28	奇妙な石の地図	2015-01-27 02:09:17	414:奇妙な石の地図
3351	化石	鯨骨	2	海岸に流れついたクジラの骨。クジラや大きな魚の死骸は、通常であれば海中に住んでいるさまざまな生き物によって分解されていくが、その過程で腐敗した死骸や骨格が海岸に打ち上げられることがあるという。		2	4	270	海岸の怪物	2018-10-18 22:32:40	6211:海岸の怪物
981	化石	穴の開いたドラゴンの骨	4	新大陸北部で発見された、耳に大きな穴が開いたドラゴンの骨。穴は聴力を増すためのものだろうか。それとも別の用途で開いているのだろうか。		7	9	700	襟付きドラゴンの調査<br><br>発見時経験値700　発見物カード経験値350	2016-05-03 16:43:42	2953:襟付きドラゴンの調査
991	化石	首と尾の長いドラゴンの骨	2	重慶付近で見つかった細長い生物の骨。首と尾の長さが目立つ。<br>泳ぎに適していそうな手と足を持っているが足の大きさから、陸地を歩いていたのかもしれない。		7	4	250	ドラゴンの妙な特徴	2015-01-27 02:09:17	2790:ドラゴンの妙な特徴
992	化石	首の長いトカゲの骨	1	体長10mを超える、首の長い巨大なトカゲの骨。この生物が生きていたころは、同じ大きさのトカゲが何匹も歩き回っていたのだろうか。		1	6	180	トカゲの骨の地図	2015-01-27 02:09:17	1265:トカゲの骨の地図
993	化石	首の長いドラゴンの骨	3	首の長さが体と同じほどもある、巨大な生物の骨。全長は20mを超える。ただ、形は骨だが石のように変化している。本当にこんな生物がいるのだろうか？ドラゴンの骨にしては角や翼がなく、ほかの伝説で語られる生物なのかもしれない。		4	7	506	異常なドラゴンの骨	2015-01-27 02:09:17	339:異常なドラゴンの骨
978	化石	植物模様のある石	2	妙な模様や起伏がある石。シダ植物の葉のようにも見えるが…。<br>古代の植物が石化したのだろうか？		6	5	220	奇妙な石の地図	2015-01-27 02:09:17	3005:奇妙な石の地図
969	化石	前脚と首の長いドラゴンの骨	3	体長およそ25m、体高も16mに及ぶ巨大な生物の骨。長い首と、後脚より長い前脚が特徴のようだ。		7	7	470	脚と首の長い骨の調査	2015-01-27 02:09:17	3846:脚と首の長い骨の調査
987	化石	草模様の石	1	シダによく似た植物の模様がある石。シダとはいっても、非常に大きい。なぜ、葉が石になるのだろうか？　それとも、人為的なものなのだろうか？		1	3	48	奇妙な石の地図<br>アフリカ南岸に上陸	2015-12-29 08:35:08	415:奇妙な石の地図
971	化石	大きな魚のような石	1	魚によく似た形の石。ひれのようなものが確認できるが、どこか現在の魚とは違った印象を受ける。これが生きていた時代、魚はみなこのような形をしていたのだろうか。		1	4	105	魚の石の地図	2015-01-27 02:09:17	1603:魚の石の地図
989	化石	長いトサカを持つドラゴンの骨	2	北米で発見された、長いトサカを持つドラゴンの骨。頭部の大きさから類推するに、体もかなり大きいと思われる。		5	8	240	奇妙な石の地図	2015-01-27 02:09:17	3871:奇妙な石の地図
995	化石	鳥のようなトカゲの骨	2	全体を見るとトカゲに似た形をしているが、頭の部分が鳥のくちばしのように細くなっている。だが、翼があった形跡は見られない。これは、鳥とトカゲの中間にあたる生物だったのだろうか。		2	7	225	トカゲの骨の地図	2015-01-27 02:09:17	1266:トカゲの骨の地図
2934	化石	頭頂部が丸いトカゲの骨	2	北米西部で見つかった巨大なトカゲのような生物の骨。頭頂部が、厚さ25cmあまりのドーム状の骨に覆われているのが特徴。		4	7			2016-08-16 23:28:43	5613:奇妙なトカゲの骨の地図
2935	化石	胴が扁平なトカゲの骨	2	幅広な胴を持つ、巨大なトカゲのような生物の骨。胴は甲冑のように骨で覆われている。		5	9			2016-08-16 23:38:39	5614:奇妙なトカゲの骨の地図
966	化石	二本足のトカゲの骨	1	大きなトカゲの骨の模様の石。二本足で立っていたと思われる。人間より小さいが、もし襲われたら無事ではすまないだろう。こんな生物がどこかにいるのだろうか？		1	2	34	奇妙な石の地図	2015-01-27 02:09:17	416:奇妙な石の地図
967	化石	二本足のドラゴンの骨	4	鼻先から尾の先までが10mを超える、巨大な生物の骨。石化している。頭だけで大岩ほどもあり、口にはナイフのような歯が並ぶ。これが生きていて、伝説の通り炎を吐いたりしたら、街の一つくらい簡単に消え去ることだろう…。		4	9	744	人間のように歩くドラゴン	2015-01-27 02:09:17	706:人間のように歩くドラゴン
968	化石	二本足の小さなトカゲの骨	2	全長40cm程のトカゲの骨のような石。ただし後足が異様に長い。これほど後足が長い生物なら、四本足よりも、後足二本のみで移動したほうが早いのではないだろうか。		4	7	220	奇妙な石の地図	2015-01-27 02:09:17	1947:奇妙な石の地図
985	化石	背びれのあるドラゴンの骨	2	背中に板状の突起が並んだ、大型の動物の骨のような石。こんな生物がどこかにいるのだろうか？　もしいたとしたら、それこそ悪魔の化身のように、凶暴なのに違いない。		2	5	300	風変わりなドラゴン	2015-01-27 02:09:17	950:風変わりなドラゴン
2971	化石	背骨が上に伸びたトカゲの骨	2	アフリカ大陸北部で発見された、巨大なトカゲのような生物の骨。全長は約15mで、背骨から上方へと伸びる突起が特徴的である。		4		240		2016-12-07 16:50:28	5662:奇妙なトカゲの骨の地図
986	化石	背中にとげのあるドラゴンの骨	5	背中に、二股に分かれたとげのような骨がある。そのまま突き出ていたのか、船の帆のように皮が張られていたのか。謎は尽きない。		8	11	1027	新大陸のドラゴン<br><br>発見時経験値1027　発見物カード経験値513	2016-09-11 18:32:54	1267:新大陸のドラゴン
970	化石	半竜半魚の骨	1	ドラゴンのような長い首と、イルカのようなヒレを持った生き物の骨。骨とはいっても石になっている。どうして骨が石になるのだろう？　未知の呪術か何かだろうか。		1	5	120	奇妙な石の地図	2015-01-27 02:09:17	417:奇妙な石の地図
982	化石	美しい貝の石	4	貝殻が宝石となったもの。白や黒など、さまざまな色がある。		6	8	624	貝の宝石	2015-01-27 02:09:17	1439:貝の宝石
965	化石	不気味な花の石	1	気味の悪い植物のような模様がある石。形がぐにゃぐにゃしていて筋が入っている。こんな花は見たことがないが、どこかに生えているのだろうか？		1	2	30	奇妙な石の地図	2015-01-27 02:09:17	418:奇妙な石の地図
979	化石	模様のある石	1	石の表面に六角形の模様が多数見られる、巨大な石。この石が発見される所では石炭も出てくるというが、なにか関係があるのだろうか？		6	5	160	奇妙な石の地図	2015-01-27 02:09:17	3009:奇妙な石の地図
980	化石	目がくぼんだ魚の骨	1	黄河の近くで発見された、魚と思われる生物の骨。目のくぼみが大きいのが特徴。		5	5	160	魚の骨の地図	2015-01-27 02:09:17	2868:魚の骨の地図
977	化石	幼いドラゴンの骨	1	見たこともない、巨大な骨。なかば石化している。この大きさは既知の生物ではないだろう。ドラゴンの骨ではないかと思われるが、ドラゴンにしては小さい。子供の骨だと推測される。		2	1	75	ドラゴンの骨を探せ	2015-01-27 02:09:17	223:ドラゴンの骨を探せ
983	化石	翼のあるドラゴンの骨	2	巨大な翼のある竜の形をした岩盤。アレクサンドリアの近隣の岩場で発見された。大きく広げた翼がまがまがしい。これこそが伝説にうたわれるドラゴンの骨かもしれない。		4	6	370	翼のあるドラゴンの骨<br><br>発見時経験値370　発見物カード経験値185	2016-07-22 17:03:17	1043:翼のあるドラゴンの骨
984	化石	翼の生えた小さなドラゴンの骨	2	雲台山近辺で見つかった、スズメほどの小さな生物の骨。細い翼や湾曲した脚のつま先がとても特徴的だ。		6	8	250	小さなトカゲの地図	2015-01-27 02:09:17	2885:小さなトカゲの地図
3063	化石	冷凍マンモス	5	巨大な牙を持つ象のような生物が凍り付いた姿。いつからこの地に眠っているかはわからないが、その肉は食べられそうなほどの新鮮さを保っている。		10	14	600		2017-03-04 20:46:15	5786:神話に登場する巨大生物
3052	化石	冷凍ライオン	2	冷凍されていた子どものライオン。他に同種のライオンが発見された報告はなく、いつからシベリアの地に眠っていたのかはわからない。		7			2017.02.07新規追加	2017-02-17 12:49:31	5763:凍り付いた獣の地図
